model,sensor,site_id,band,sd_train,p09,truth,model_value,model_move,truth_move,persistence_move,last3_mean_move,own_mean_move,linear9_move,linear4_move,holt_damped_move,nearest_rule,nearest_dist,direction_ok,direction_ok_persistence,direction_ok_last3_mean,direction_ok_own_mean,direction_ok_linear9,direction_ok_linear4,direction_ok_holt_damped
ensemble,sentinel2,treatment_0001,B3,0.019862401649974496,0.0649434762219245,0.0691823536901258,0.0665,0.07836533595007106,0.2134121312669529,0.0,0.2398142858543131,0.04853876545561806,0.4311250577846878,0.23525800773775285,0.39399254284660024,own_mean,0.029826570494452996,1,0,1,1,1,1,1
Kimi-K3-thinking-low,sentinel2,treatment_0001,B4,0.025826871744165734,0.0512105872754711,0.0522873486942879,0.056,0.1854430057179041,0.04169151531331093,0.0,-0.19220409249105982,0.4410159234235377,-0.2618077661220472,-0.055135946309063814,0.5879475890792034,persistence,0.1854430057179041,1,0,0,1,0,0,1
gpt-oss-120b,sentinel2,treatment_0001,B4,0.025826871744165734,0.0512105872754711,0.0522873486942879,0.046,-0.20175061567989422,0.04169151531331093,0.0,-0.19220409249105982,0.4410159234235377,-0.2618077661220472,-0.055135946309063814,0.5879475890792034,last3_mean,0.009546523188834394,0,0,0,1,0,0,1
gpt-oss-120b (default effort),sentinel2,treatment_0001,B4,0.025826871744165734,0.0512105872754711,0.0522873486942879,0.053,0.06928491929856452,0.04169151531331093,0.0,-0.19220409249105982,0.4410159234235377,-0.2618077661220472,-0.055135946309063814,0.5879475890792034,persistence,0.06928491929856452,1,0,0,1,0,0,1
ensemble,sentinel2,treatment_0001,B4,0.025826871744165734,0.0512105872754711,0.0522873486942879,0.051000000000000004,-0.00815380498099492,0.04169151531331093,0.0,-0.19220409249105982,0.4410159234235377,-0.2618077661220472,-0.055135946309063814,0.5879475890792034,persistence,0.00815380498099492,0,0,0,1,0,0,1
Kimi-K3-thinking-low,sentinel2,treatment_0001,B8,0.09820316626394025,0.3812150033997,0.366831909094748,0.335,-0.4706060421258526,-0.1464626330508999,0.0,0.3997786849783882,-0.8177180212197066,0.7495139219216653,0.668728903839974,-0.0822848822025593,own_mean,0.347111979093854,1,0,0,1,0,0,1
gpt-oss-120b,sentinel2,treatment_0001,B8,0.09820316626394025,0.3812150033997,0.366831909094748,0.42,0.39494649791695835,-0.1464626330508999,0.0,0.3997786849783882,-0.8177180212197066,0.7495139219216653,0.668728903839974,-0.0822848822025593,last3_mean,0.004832187061429849,0,0,0,1,0,0,1
gpt-oss-120b (default effort),sentinel2,treatment_0001,B8,0.09820316626394025,0.3812150033997,0.366831909094748,0.35,-0.31786147623594513,-0.1464626330508999,0.0,0.3997786849783882,-0.8177180212197066,0.7495139219216653,0.668728903839974,-0.0822848822025593,holt_damped,0.23557659403338582,1,0,0,1,0,0,1
ensemble,sentinel2,treatment_0001,B8,0.09820316626394025,0.3812150033997,0.366831909094748,0.3775,-0.03782977210444712,-0.1464626330508999,0.0,0.3997786849783882,-0.8177180212197066,0.7495139219216653,0.668728903839974,-0.0822848822025593,persistence,0.03782977210444712,1,0,0,1,0,0,1
Kimi-K3-thinking-low,sentinel2,treatment_0001,B11,0.03596460634739754,0.2357233211729716,0.207636081823999,0.248,0.341354461340205,-0.7809689080888558,0.0,-0.4775629552494484,-0.8273324084438111,-0.038810889869585814,-0.02221888393443032,-0.2833382657211175,persistence,0.341354461340205,0,0,1,1,1,1,1
gpt-oss-120b,sentinel2,treatment_0001,B11,0.03596460634739754,0.2357233211729716,0.207636081823999,0.218,-0.4927989757978843,-0.7809689080888558,0.0,-0.4775629552494484,-0.8273324084438111,-0.038810889869585814,-0.02221888393443032,-0.2833382657211175,last3_mean,0.015236020548435869,1,0,1,1,1,1,1
gpt-oss-120b (default effort),sentinel2,treatment_0001,B11,0.03596460634739754,0.2357233211729716,0.207636081823999,0.245,0.257939117626396,-0.7809689080888558,0.0,-0.4775629552494484,-0.8273324084438111,-0.038810889869585814,-0.02221888393443032,-0.2833382657211175,persistence,0.257939117626396,0,0,1,1,1,1,1
ensemble,sentinel2,treatment_0001,B11,0.03596460634739754,0.2357233211729716,0.207636081823999,0.23299999999999998,-0.07572225722884006,-0.7809689080888558,0.0,-0.4775629552494484,-0.8273324084438111,-0.038810889869585814,-0.02221888393443032,-0.2833382657211175,linear9,0.036911367359254245,1,0,1,1,1,1,1
Kimi-K3-thinking-low,sentinel2,treatment_0001,B12,0.021310150419477397,0.1184427899201411,0.1067859763040491,0.128,0.44848158702454083,-0.5470075708821706,0.0,-0.4894707814848863,-0.0478338715331888,-0.19598563853904064,-0.3197743419170766,-0.5341540758249489,persistence,0.44848158702454083,0,0,1,1,1,1,1
gpt-oss-120b,sentinel2,treatment_0001,B12,0.021310150419477397,0.1184427899201411,0.1067859763040491,0.108,-0.4900383016816449,-0.5470075708821706,0.0,-0.4894707814848863,-0.0478338715331888,-0.19598563853904064,-0.3197743419170766,-0.5341540758249489,last3_mean,0.0005675201967585974,1,0,1,1,1,1,1
gpt-oss-120b (default effort),sentinel2,treatment_0001,B12,0.021310150419477397,0.1184427899201411,0.1067859763040491,0.125,0.3077036037186129,-0.5470075708821706,0.0,-0.4894707814848863,-0.0478338715331888,-0.19598563853904064,-0.3197743419170766,-0.5341540758249489,persistence,0.3077036037186129,0,0,1,1,1,1,1
ensemble,sentinel2,treatment_0001,B12,0.021310150419477397,0.1184427899201411,0.1067859763040491,0.118,-0.020778357328552353,-0.5470075708821706,0.0,-0.4894707814848863,-0.0478338715331888,-0.19598563853904064,-0.3197743419170766,-0.5341540758249489,persistence,0.020778357328552353,1,0,1,1,1,1,1
Kimi-K3-thinking-low,sentinel2,treatment_0001,NDVI,0.15575032994910137,0.7598887599295111,0.7454762913175743,0.714,-0.29463025821202055,-0.09253571800873059,0.0,0.25693697422204337,-0.815110402853578,0.4928661207492418,0.3208692870155337,-0.15062899615908712,holt_damped,0.14400126205293343,1,0,0,1,0,0,1
gpt-oss-120b,sentinel2,treatment_0001,NDVI,0.15575032994910137,0.7598887599295111,0.7454762913175743,0.79,0.1933301847920911,-0.09253571800873059,0.0,0.25693697422204337,-0.815110402853578,0.4928661207492418,0.3208692870155337,-0.15062899615908712,last3_mean,0.06360678942995227,0,0,0,1,0,0,1
gpt-oss-120b (default effort),sentinel2,treatment_0001,NDVI,0.15575032994910137,0.7598887599295111,0.7454762913175743,0.722,-0.243266001053693,-0.09253571800873059,0.0,0.25693697422204337,-0.815110402853578,0.4928661207492418,0.3208692870155337,-0.15062899615908712,holt_damped,0.09263700489460588,1,0,0,1,0,0,1
ensemble,sentinel2,treatment_0001,NDVI,0.15575032994910137,0.7598887599295111,0.7454762913175743,0.752,-0.05065003670996472,-0.09253571800873059,0.0,0.25693697422204337,-0.815110402853578,0.4928661207492418,0.3208692870155337,-0.15062899615908712,persistence,0.05065003670996472,1,0,0,1,0,0,1
Kimi-K3-thinking-low,sentinel2,treatment_0001,NDWI,0.0876099659273514,-0.7047732054878002,-0.677694854057571,-0.684,0.23711007381313062,0.3090784380932564,0.0,-0.10174039414857186,0.7897138012605058,-0.13755532804026177,-0.38701944519093273,0.05978611931912077,holt_damped,0.17732395449400984,1,0,0,1,0,0,1
gpt-oss-120b,sentinel2,treatment_0001,NDWI,0.0876099659273514,-0.7047732054878002,-0.677694854057571,-0.71,-0.059659816744295546,0.3090784380932564,0.0,-0.10174039414857186,0.7897138012605058,-0.13755532804026177,-0.38701944519093273,0.05978611931912077,last3_mean,0.042080577404276315,0,0,0,1,0,0,1
gpt-oss-120b (default effort),sentinel2,treatment_0001,NDWI,0.0876099659273514,-0.7047732054878002,-0.677694854057571,-0.692,0.14579626133392345,0.3090784380932564,0.0,-0.10174039414857186,0.7897138012605058,-0.13755532804026177,-0.38701944519093273,0.05978611931912077,holt_damped,0.08601014201480268,1,0,0,1,0,0,1
ensemble,sentinel2,treatment_0001,NDWI,0.0876099659273514,-0.7047732054878002,-0.677694854057571,-0.6970000000000001,0.08872512853441691,0.3090784380932564,0.0,-0.10174039414857186,0.7897138012605058,-0.13755532804026177,-0.38701944519093273,0.05978611931912077,holt_damped,0.028939009215296144,1,0,0,1,0,0,1
Kimi-K3-thinking-low,sentinel2,treatment_0002,B2,0.012107358912048055,0.0537777023374576,0.0332702529862152,0.052,-0.14682825134461056,-1.6938003986018288,0.0,0.06940906517171291,-0.9801917751717278,0.4389934325503716,0.47848709646807497,0.4653288610888259,persistence,0.14682825134461056,1,0,0,1,0,0,0
gpt-oss-120b,sentinel2,treatment_0002,B2,0.012107358912048055,0.0537777023374576,0.0332702529862152,0.055,0.100954937523665,-1.6938003986018288,0.0,0.06940906517171291,-0.9801917751717278,0.4389934325503716,0.47848709646807497,0.4653288610888259,last3_mean,0.03154587235195208,0,0,0,1,0,0,0
gpt-oss-120b (default effort),sentinel2,treatment_0002,B2,0.012107358912048055,0.0537777023374576,0.0332702529862152,0.054,0.018360541234239813,-1.6938003986018288,0.0,0.06940906517171291,-0.9801917751717278,0.4389934325503716,0.47848709646807497,0.4653288610888259,persistence,0.018360541234239813,0,0,0,1,0,0,0
ensemble,sentinel2,treatment_0002,B2,0.012107358912048055,0.0537777023374576,0.0332702529862152,0.0535,-0.022936656910472784,-1.6938003986018288,0.0,0.06940906517171291,-0.9801917751717278,0.4389934325503716,0.47848709646807497,0.4653288610888259,persistence,0.022936656910472784,1,0,0,1,0,0,0
Kimi-K3-thinking-low,sentinel2,treatment_0002,B3,0.017187506538428213,0.0741485402760983,0.0525059407203878,0.07,-0.24136952424267533,-1.2592053133083316,0.0,0.2899081569926217,-0.8552892382623691,0.7229813390458756,0.391686502005534,0.5826082584157968,persistence,0.24136952424267533,1,0,0,1,0,0,0
gpt-oss-120b,sentinel2,treatment_0002,B3,0.017187506538428213,0.0741485402760983,0.0525059407203878,0.075,0.04953945599950688,-1.2592053133083316,0.0,0.2899081569926217,-0.8552892382623691,0.7229813390458756,0.391686502005534,0.5826082584157968,persistence,0.04953945599950688,0,0,0,1,0,0,0
gpt-oss-120b (default effort),sentinel2,treatment_0002,B3,0.017187506538428213,0.0741485402760983,0.0525059407203878,0.07,-0.24136952424267533,-1.2592053133083316,0.0,0.2899081569926217,-0.8552892382623691,0.7229813390458756,0.391686502005534,0.5826082584157968,persistence,0.24136952424267533,1,0,0,1,0,0,0
ensemble,sentinel2,treatment_0002,B3,0.017187506538428213,0.0741485402760983,0.0525059407203878,0.07250000000000001,-0.09591503412158381,-1.2592053133083316,0.0,0.2899081569926217,-0.8552892382623691,0.7229813390458756,0.391686502005534,0.5826082584157968,persistence,0.09591503412158381,1,0,0,1,0,0,0
Kimi-K3-thinking-low,sentinel2,treatment_0002,B4,0.008056724317309942,0.049870882654475,0.0335454809196485,0.051,0.14014595771870686,-2.0263076024273583,0.0,0.34331929888331864,1.1787173881331041,0.45989246784050264,-0.7027869556350074,-0.10801540477028547,persistence,0.14014595771870686,0,0,0,0,0,1,1
gpt-oss-120b,sentinel2,treatment_0002,B4,0.008056724317309942,0.049870882654475,0.0335454809196485,0.048,-0.23221381057502388,-2.0263076024273583,0.0,0.34331929888331864,1.1787173881331041,0.45989246784050264,-0.7027869556350074,-0.10801540477028547,holt_damped,0.12419840580473841,1,0,0,0,0,1,1
gpt-oss-120b (default effort),sentinel2,treatment_0002,B4,0.008056724317309942,0.049870882654475,0.0335454809196485,0.049,-0.10809388781044667,-2.0263076024273583,0.0,0.34331929888331864,1.1787173881331041,0.45989246784050264,-0.7027869556350074,-0.10801540477028547,holt_damped,7.8483040161198e-05,1,0,0,0,0,1,1
ensemble,sentinel2,treatment_0002,B4,0.008056724317309942,0.049870882654475,0.0335454809196485,0.0495,-0.046033926428158074,-2.0263076024273583,0.0,0.34331929888331864,1.1787173881331041,0.45989246784050264,-0.7027869556350074,-0.10801540477028547,persistence,0.046033926428158074,1,0,0,0,0,1,1
Kimi-K3-thinking-low,sentinel2,treatment_0002,B8,0.1329479648359741,0.461725908350461,0.3683792519348531,0.43,-0.23863402790409902,-0.7021292618565113,0.0,-0.22828089900839227,-1.4905054598114988,0.11488651113092,0.9059770350955847,0.025817340205884488,last3_mean,0.010353128895706748,1,0,1,1,0,0,0
gpt-oss-120b,sentinel2,treatment_0002,B8,0.1329479648359741,0.461725908350461,0.3683792519348531,0.45,-0.08819923166878078,-0.7021292618565113,0.0,-0.22828089900839227,-1.4905054598114988,0.11488651113092,0.9059770350955847,0.025817340205884488,persistence,0.08819923166878078,1,0,1,1,0,0,0
gpt-oss-120b (default effort),sentinel2,treatment_0002,B8,0.1329479648359741,0.461725908350461,0.3683792519348531,0.442,-0.14837315016290809,-0.7021292618565113,0.0,-0.22828089900839227,-1.4905054598114988,0.11488651113092,0.9059770350955847,0.025817340205884488,last3_mean,0.07990774884548418,1,0,1,1,0,0,0
ensemble,sentinel2,treatment_0002,B8,0.1329479648359741,0.461725908350461,0.3683792519348531,0.44,-0.1634166297864399,-0.7021292618565113,0.0,-0.22828089900839227,-1.4905054598114988,0.11488651113092,0.9059770350955847,0.025817340205884488,last3_mean,0.06486426922195238,1,0,1,1,0,0,0
Kimi-K3-thinking-low,sentinel2,treatment_0002,B11,0.025078217890965298,0.2244840427446078,0.182541412515636,0.226,0.06044916197726952,-1.6724725182359184,0.0,-0.3020808696433685,-0.564801701837304,0.40903597295432814,-0.28268156719867543,0.04380162827666468,holt_damped,0.016647533700604837,0,0,1,1,0,1,0
gpt-oss-120b,sentinel2,treatment_0002,B11,0.025078217890965298,0.2244840427446078,0.182541412515636,0.22,-0.17880228826878528,-1.6724725182359184,0.0,-0.3020808696433685,-0.564801701837304,0.40903597295432814,-0.28268156719867543,0.04380162827666468,linear4,0.10387927892989016,1,0,1,1,0,1,0
gpt-oss-120b (default effort),sentinel2,treatment_0002,B11,0.025078217890965298,0.2244840427446078,0.182541412515636,0.225,0.020573920269593714,-1.6724725182359184,0.0,-0.3020808696433685,-0.564801701837304,0.40903597295432814,-0.28268156719867543,0.04380162827666468,persistence,0.020573920269593714,0,0,1,1,0,1,0
ensemble,sentinel2,treatment_0002,B11,0.025078217890965298,0.2244840427446078,0.182541412515636,0.223,-0.059176563145757886,-1.6724725182359184,0.0,-0.3020808696433685,-0.564801701837304,0.40903597295432814,-0.28268156719867543,0.04380162827666468,persistence,0.059176563145757886,1,0,1,1,0,1,0
Kimi-K3-thinking-low,sentinel2,treatment_0002,B12,0.019379787429437315,0.1064961223047561,0.0844581659538887,0.104,-0.12880029328725062,-1.1371619235303063,0.0,0.08799513632451669,0.9767021208979934,0.4749034212296911,-0.9216418098841684,-0.10660539570314956,holt_damped,0.022194897584101064,1,0,0,0,0,1,1
gpt-oss-120b,sentinel2,treatment_0002,B12,0.019379787429437315,0.1064961223047561,0.0844581659538887,0.105,-0.07720014010491844,-1.1371619235303063,0.0,0.08799513632451669,0.9767021208979934,0.4749034212296911,-0.9216418098841684,-0.10660539570314956,holt_damped,0.029405255598231123,1,0,0,0,0,1,1
gpt-oss-120b (default effort),sentinel2,treatment_0002,B12,0.019379787429437315,0.1064961223047561,0.0844581659538887,0.103,-0.18040044646958278,-1.1371619235303063,0.0,0.08799513632451669,0.9767021208979934,0.4749034212296911,-0.9216418098841684,-0.10660539570314956,holt_damped,0.07379505076643322,1,0,0,0,0,1,1
ensemble,sentinel2,treatment_0002,B12,0.019379787429437315,0.1064961223047561,0.0844581659538887,0.1045,-0.10300021669608453,-1.1371619235303063,0.0,0.08799513632451669,0.9767021208979934,0.4749034212296911,-0.9216418098841684,-0.10660539570314956,holt_damped,0.003605179007065029,1,0,0,0,0,1,1
Kimi-K3-thinking-low,sentinel2,treatment_0002,NDVI,0.1523434446369693,0.7996867547421511,0.8322080326435578,0.775,-0.16204671491431105,0.21347343155397394,0.0,-0.15796991577787936,-1.4248065054345922,0.10439917445121477,0.7475153609882786,-0.020183892527386064,last3_mean,0.004076799136431691,0,0,0,0,1,1,0
gpt-oss-120b,sentinel2,treatment_0002,NDVI,0.1523434446369693,0.7996867547421511,0.8322080326435578,0.78,-0.12922613630710625,0.21347343155397394,0.0,-0.15796991577787936,-1.4248065054345922,0.10439917445121477,0.7475153609882786,-0.020183892527386064,last3_mean,0.028743779470773112,0,0,0,0,1,1,0
gpt-oss-120b (default effort),sentinel2,treatment_0002,NDVI,0.1523434446369693,0.7996867547421511,0.8322080326435578,0.79,-0.06358497909269664,0.21347343155397394,0.0,-0.15796991577787936,-1.4248065054345922,0.10439917445121477,0.7475153609882786,-0.020183892527386064,holt_damped,0.04340108656531058,0,0,0,0,1,1,0
ensemble,sentinel2,treatment_0002,NDVI,0.1523434446369693,0.7996867547421511,0.8322080326435578,0.7775000000000001,-0.1456364256107083,0.21347343155397394,0.0,-0.15796991577787936,-1.4248065054345922,0.10439917445121477,0.7475153609882786,-0.020183892527386064,last3_mean,0.012333490167171057,0,0,0,0,1,1,0
Kimi-K3-thinking-low,sentinel2,treatment_0002,NDWI,0.06503966103067016,-0.7201150342911741,-0.7499904457686777,-0.71,0.15552101795863071,-0.4593414388093987,0.0,0.5935519802958251,1.6068514449211668,0.6053268475211107,-1.138091498208277,-0.178194384513198,persistence,0.15552101795863071,0,0,0,0,0,1,1
gpt-oss-120b,sentinel2,treatment_0002,NDWI,0.06503966103067016,-0.7201150342911741,-0.7499904457686777,-0.73,-0.15198365969595917,-0.4593414388093987,0.0,0.5935519802958251,1.6068514449211668,0.6053268475211107,-1.138091498208277,-0.178194384513198,holt_damped,0.026210724817238823,1,0,0,0,0,1,1
gpt-oss-120b (default effort),sentinel2,treatment_0002,NDWI,0.06503966103067016,-0.7201150342911741,-0.7499904457686777,-0.73,-0.15198365969595917,-0.4593414388093987,0.0,0.5935519802958251,1.6068514449211668,0.6053268475211107,-1.138091498208277,-0.178194384513198,holt_damped,0.026210724817238823,1,0,0,0,0,1,1
ensemble,sentinel2,treatment_0002,NDWI,0.06503966103067016,-0.7201150342911741,-0.7499904457686777,-0.72,0.001768679131335771,-0.4593414388093987,0.0,0.5935519802958251,1.6068514449211668,0.6053268475211107,-1.138091498208277,-0.178194384513198,persistence,0.001768679131335771,0,0,0,0,0,1,1
Kimi-K3-thinking-low,sentinel2,treatment_0003,B2,0.01818212630075115,0.0414522373208984,0.0744996300611769,0.04,-0.07987169910036344,1.8175757990919479,0.0,-0.38064132781481386,-0.36874196274122717,-0.1799789813675042,-0.3218526495657796,-0.2291476280281805,persistence,0.07987169910036344,0,0,0,0,0,0,0
gpt-oss-120b,sentinel2,treatment_0003,B2,0.01818212630075115,0.0414522373208984,0.0744996300611769,0.045,0.19512364067974988,1.8175757990919479,0.0,-0.38064132781481386,-0.36874196274122717,-0.1799789813675042,-0.3218526495657796,-0.2291476280281805,persistence,0.19512364067974988,1,0,0,0,0,0,0
gpt-oss-120b (default effort),sentinel2,treatment_0003,B2,0.01818212630075115,0.0414522373208984,0.0744996300611769,0.034,-0.40986610683649954,1.8175757990919479,0.0,-0.38064132781481386,-0.36874196274122717,-0.1799789813675042,-0.3218526495657796,-0.2291476280281805,last3_mean,0.029224779021685687,0,0,0,0,0,0,0
ensemble,sentinel2,treatment_0003,B2,0.01818212630075115,0.0414522373208984,0.0744996300611769,0.042499999999999996,0.057625970789693025,1.8175757990919479,0.0,-0.38064132781481386,-0.36874196274122717,-0.1799789813675042,-0.3218526495657796,-0.2291476280281805,persistence,0.057625970789693025,1,0,0,0,0,0,0
Kimi-K3-thinking-low,sentinel2,treatment_0003,B3,0.017310301414202308,0.061395550086932,0.0886305838810422,0.06,-0.08061962952228093,1.573342551491628,0.0,-0.10044067382368699,-0.6306619342099729,0.2999270071374,-0.18917274891200966,0.16398417890532105,last3_mean,0.019821044301406063,0,0,0,0,1,0,1
gpt-oss-120b,sentinel2,treatment_0003,B3,0.017310301414202308,0.061395550086932,0.0886305838810422,0.065,0.2082257163997568,1.573342551491628,0.0,-0.10044067382368699,-0.6306619342099729,0.2999270071374,-0.18917274891200966,0.16398417890532105,holt_damped,0.04424153749443574,1,0,0,0,1,0,1
gpt-oss-120b (default effort),sentinel2,treatment_0003,B3,0.017310301414202308,0.061395550086932,0.0886305838810422,0.06,-0.08061962952228093,1.573342551491628,0.0,-0.10044067382368699,-0.6306619342099729,0.2999270071374,-0.18917274891200966,0.16398417890532105,last3_mean,0.019821044301406063,0,0,0,0,1,0,1
ensemble,sentinel2,treatment_0003,B3,0.017310301414202308,0.061395550086932,0.0886305838810422,0.0625,0.06380304343873794,1.573342551491628,0.0,-0.10044067382368699,-0.6306619342099729,0.2999270071374,-0.18917274891200966,0.16398417890532105,persistence,0.06380304343873794,1,0,0,0,1,0,1
Kimi-K3-thinking-low,sentinel2,treatment_0003,B4,0.017392661594451898,0.0348219556942144,0.0595195894329135,0.038,0.18272328755015643,1.4200031205446682,0.0,-0.3601633481686797,0.5225347863359245,-0.21282579966254855,-0.9658769938190782,-0.30535586089561056,persistence,0.18272328755015643,1,0,0,1,0,0,0
gpt-oss-120b,sentinel2,treatment_0003,B4,0.017392661594451898,0.0348219556942144,0.0595195894329135,0.04,0.2977143134571966,1.4200031205446682,0.0,-0.3601633481686797,0.5225347863359245,-0.21282579966254855,-0.9658769938190782,-0.30535586089561056,own_mean,0.22482047287872792,1,0,0,1,0,0,0
gpt-oss-120b (default effort),sentinel2,treatment_0003,B4,0.017392661594451898,0.0348219556942144,0.0595195894329135,0.029,-0.334736329031524,1.4200031205446682,0.0,-0.3601633481686797,0.5225347863359245,-0.21282579966254855,-0.9658769938190782,-0.30535586089561056,last3_mean,0.02542701913715567,0,0,0,1,0,0,0
ensemble,sentinel2,treatment_0003,B4,0.017392661594451898,0.0348219556942144,0.0595195894329135,0.039,0.24021880050367653,1.4200031205446682,0.0,-0.3601633481686797,0.5225347863359245,-0.21282579966254855,-0.9658769938190782,-0.30535586089561056,persistence,0.24021880050367653,1,0,0,1,0,0,0
Kimi-K3-thinking-low,sentinel2,treatment_0003,B8,0.14016383079279807,0.4311193208364705,0.4526561897221792,0.418,-0.09359990207362821,0.15365496764672706,0.0,0.10610590966539783,-1.2112486070769304,0.32881966479233676,0.853629725979165,0.1412237036303139,persistence,0.09359990207362821,0,0,1,0,1,1,1
gpt-oss-120b,sentinel2,treatment_0003,B8,0.14016383079279807,0.4311193208364705,0.4526561897221792,0.42,-0.07933088567554925,0.15365496764672706,0.0,0.10610590966539783,-1.2112486070769304,0.32881966479233676,0.853629725979165,0.1412237036303139,persistence,0.07933088567554925,0,0,1,0,1,1,1
gpt-oss-120b (default effort),sentinel2,treatment_0003,B8,0.14016383079279807,0.4311193208364705,0.4526561897221792,0.44,0.06335927830524046,0.15365496764672706,0.0,0.10610590966539783,-1.2112486070769304,0.32881966479233676,0.853629725979165,0.1412237036303139,last3_mean,0.04274663136015737,1,0,1,0,1,1,1
ensemble,sentinel2,treatment_0003,B8,0.14016383079279807,0.4311193208364705,0.4526561897221792,0.419,-0.08646539387458872,0.15365496764672706,0.0,0.10610590966539783,-1.2112486070769304,0.32881966479233676,0.853629725979165,0.1412237036303139,persistence,0.08646539387458872,0,0,1,0,1,1,1
Kimi-K3-thinking-low,sentinel2,treatment_0003,B11,0.03252568322924032,0.1902843490147915,0.2024095201280274,0.192,0.052747577141320584,0.3727875915096991,0.0,-0.08409295366371493,-0.5576821161329955,0.6037121996587759,-0.5145015297442946,0.008403128237511376,holt_damped,0.04434444890380921,1,0,0,0,1,0,1
gpt-oss-120b,sentinel2,treatment_0003,B11,0.03252568322924032,0.1902843490147915,0.2024095201280274,0.185,-0.16246696426167334,0.3727875915096991,0.0,-0.08409295366371493,-0.5576821161329955,0.6037121996587759,-0.5145015297442946,0.008403128237511376,last3_mean,0.07837401059795841,0,0,0,0,1,0,1
gpt-oss-120b (default effort),sentinel2,treatment_0003,B11,0.03252568322924032,0.1902843490147915,0.2024095201280274,0.188,-0.07023216080324737,0.3727875915096991,0.0,-0.08409295366371493,-0.5576821161329955,0.6037121996587759,-0.5145015297442946,0.008403128237511376,last3_mean,0.013860792860467555,0,0,0,0,1,0,1
ensemble,sentinel2,treatment_0003,B11,0.03252568322924032,0.1902843490147915,0.2024095201280274,0.1885,-0.05485969356017638,0.3727875915096991,0.0,-0.08409295366371493,-0.5576821161329955,0.6037121996587759,-0.5145015297442946,0.008403128237511376,last3_mean,0.02923326010353855,0,0,0,0,1,0,1
Kimi-K3-thinking-low,sentinel2,treatment_0003,B12,0.022194633060233525,0.0787207144929878,0.0966921214125912,0.081,0.10269534534887328,0.8097185869588922,0.0,-0.06299397548189177,0.798236722841427,0.41931805694240304,-1.3407908937221638,-0.059701121450312325,persistence,0.10269534534887328,1,0,0,1,1,0,0
gpt-oss-120b,sentinel2,treatment_0003,B12,0.022194633060233525,0.0787207144929878,0.0966921214125912,0.08,0.05763940784875228,0.8097185869588922,0.0,-0.06299397548189177,0.798236722841427,0.41931805694240304,-1.3407908937221638,-0.059701121450312325,persistence,0.05763940784875228,1,0,0,1,1,0,0
gpt-oss-120b (default effort),sentinel2,treatment_0003,B12,0.022194633060233525,0.0787207144929878,0.0966921214125912,0.077,-0.0775284046516107,0.8097185869588922,0.0,-0.06299397548189177,0.798236722841427,0.41931805694240304,-1.3407908937221638,-0.059701121450312325,last3_mean,0.014534429169718935,0,0,0,1,1,0,0
ensemble,sentinel2,treatment_0003,B12,0.022194633060233525,0.0787207144929878,0.0966921214125912,0.0805,0.08016737659881278,0.8097185869588922,0.0,-0.06299397548189177,0.798236722841427,0.41931805694240304,-1.3407908937221638,-0.059701121450312325,persistence,0.08016737659881278,1,0,0,1,1,0,0
Kimi-K3-thinking-low,sentinel2,treatment_0003,NDVI,0.17742552186587418,0.8559890816225971,0.7741487036389441,0.832,-0.1352064876029044,-0.4612660970247604,0.0,0.13816845993853277,-1.1455107576309698,0.23899294012614627,0.9464867694661766,0.09093309349466312,persistence,0.1352064876029044,1,0,0,1,0,0,0
gpt-oss-120b,sentinel2,treatment_0003,NDVI,0.17742552186587418,0.8559890816225971,0.7741487036389441,0.84,-0.09011714579982576,-0.4612660970247604,0.0,0.13816845993853277,-1.1455107576309698,0.23899294012614627,0.9464867694661766,0.09093309349466312,persistence,0.09011714579982576,1,0,0,1,0,0,0
gpt-oss-120b (default effort),sentinel2,treatment_0003,NDVI,0.17742552186587418,0.8559890816225971,0.7741487036389441,0.87,0.0789678859617192,-0.4612660970247604,0.0,0.13816845993853277,-1.1455107576309698,0.23899294012614627,0.9464867694661766,0.09093309349466312,holt_damped,0.011965207532943917,0,0,0,1,0,0,0
ensemble,sentinel2,treatment_0003,NDVI,0.17742552186587418,0.8559890816225971,0.7741487036389441,0.836,-0.11266181670136509,-0.4612660970247604,0.0,0.13816845993853277,-1.1455107576309698,0.23899294012614627,0.9464867694661766,0.09093309349466312,persistence,0.11266181670136509,1,0,0,1,0,0,0
Kimi-K3-thinking-low,sentinel2,treatment_0003,NDWI,0.1123010347155217,-0.7551249104069723,-0.6766844074054708,-0.742,0.11687256880775843,0.6984842410419915,0.0,-0.08829356524185454,0.956026838691373,0.04528914891133089,-1.0385975342702862,0.02392423272764044,linear9,0.07158341989642754,1,0,0,1,1,0,1
gpt-oss-120b,sentinel2,treatment_0003,NDWI,0.1123010347155217,-0.7551249104069723,-0.6766844074054708,-0.74,0.1346818437184158,0.6984842410419915,0.0,-0.08829356524185454,0.956026838691373,0.04528914891133089,-1.0385975342702862,0.02392423272764044,linear9,0.08939269480708491,1,0,0,1,1,0,1
gpt-oss-120b (default effort),sentinel2,treatment_0003,NDWI,0.1123010347155217,-0.7551249104069723,-0.6766844074054708,-0.77,-0.1324572799414446,0.6984842410419915,0.0,-0.08829356524185454,0.956026838691373,0.04528914891133089,-1.0385975342702862,0.02392423272764044,last3_mean,0.04416371469959006,0,0,0,1,1,0,1
