fill,sensor,repr,lambda,cv_sum,n_groups_ok,chosen,flag
masked,sentinel2,gram,316.22776601683796,,0,False,ceiling
masked,sentinel2,gram,1000.0,17.941259205239557,10,False,ceiling
masked,sentinel2,gram,3162.2776601683795,,0,False,ceiling
masked,sentinel2,gram,10000.0,17.939794616898105,10,False,ceiling
masked,sentinel2,gram,31622.776601683792,,0,False,ceiling
masked,sentinel2,gram,100000.0,17.939648050048305,10,False,ceiling
masked,sentinel2,gram,316227.7660168379,,0,False,ceiling
masked,sentinel2,gram,1000000.0,17.93963339228188,10,False,ceiling
masked,sentinel2,gram,3162277.6601683795,,0,False,ceiling
masked,sentinel2,gram,10000000.0,17.93963192649442,10,False,ceiling
masked,sentinel2,gram,31622776.60168379,,0,False,ceiling
masked,sentinel2,gram,100000000.0,17.939631779915572,10,True,ceiling
masked,sentinel2,quantile,1e-08,238.64749702952722,10,False,ceiling
masked,sentinel2,quantile,3.162277660168379e-08,,0,False,ceiling
masked,sentinel2,quantile,1e-07,238.44436066593624,10,False,ceiling
masked,sentinel2,quantile,3.162277660168379e-07,,0,False,ceiling
masked,sentinel2,quantile,1e-06,238.44167972349916,10,False,ceiling
masked,sentinel2,quantile,3.162277660168379e-06,,0,False,ceiling
masked,sentinel2,quantile,1e-05,238.44163201565325,10,False,ceiling
masked,sentinel2,quantile,3.1622776601683795e-05,,0,False,ceiling
masked,sentinel2,quantile,0.0001,238.4415730709342,10,False,ceiling
masked,sentinel2,quantile,0.00031622776601683794,,0,False,ceiling
masked,sentinel2,quantile,0.001,238.4409866132474,10,False,ceiling
masked,sentinel2,quantile,0.0031622776601683794,,0,False,ceiling
masked,sentinel2,quantile,0.01,238.43512014880454,10,False,ceiling
masked,sentinel2,quantile,0.03162277660168379,,0,False,ceiling
masked,sentinel2,quantile,0.1,238.37627786242362,10,False,ceiling
masked,sentinel2,quantile,0.31622776601683794,,0,False,ceiling
masked,sentinel2,quantile,1.0,237.77992344486944,10,False,ceiling
masked,sentinel2,quantile,3.1622776601683795,,0,False,ceiling
masked,sentinel2,quantile,10.0,234.00730425459858,10,False,ceiling
masked,sentinel2,quantile,31.622776601683793,,0,False,ceiling
masked,sentinel2,quantile,100.0,230.40852616490946,10,False,ceiling
masked,sentinel2,quantile,316.22776601683796,,0,False,ceiling
masked,sentinel2,quantile,1000.0,229.70987411685988,10,False,ceiling
masked,sentinel2,quantile,3162.2776601683795,,0,False,ceiling
masked,sentinel2,quantile,10000.0,229.63120843261748,10,False,ceiling
masked,sentinel2,quantile,31622.776601683792,,0,False,ceiling
masked,sentinel2,quantile,100000.0,229.6232338582545,10,False,ceiling
masked,sentinel2,quantile,316227.7660168379,,0,False,ceiling
masked,sentinel2,quantile,1000000.0,229.62243529471402,10,False,ceiling
masked,sentinel2,quantile,3162277.6601683795,,0,False,ceiling
masked,sentinel2,quantile,10000000.0,229.62235542727205,10,False,ceiling
masked,sentinel2,quantile,31622776.60168379,,0,False,ceiling
masked,sentinel2,quantile,100000000.0,229.6223474404172,10,True,ceiling
masked,sentinel2,combined,1e-08,590.1034483983228,10,False,ceiling
masked,sentinel2,combined,3.162277660168379e-08,,0,False,ceiling
masked,sentinel2,combined,1e-07,593.7137285013843,10,False,ceiling
masked,sentinel2,combined,3.162277660168379e-07,,0,False,ceiling
masked,sentinel2,combined,1e-06,593.5551115321358,10,False,ceiling
masked,sentinel2,combined,3.162277660168379e-06,,0,False,ceiling
masked,sentinel2,combined,1e-05,593.5558003103854,10,False,ceiling
masked,sentinel2,combined,3.1622776601683795e-05,,0,False,ceiling
masked,sentinel2,combined,0.0001,593.5557486275887,10,False,ceiling
masked,sentinel2,combined,0.00031622776601683794,,0,False,ceiling
masked,sentinel2,combined,0.001,593.555158517161,10,False,ceiling
masked,sentinel2,combined,0.0031622776601683794,,0,False,ceiling
masked,sentinel2,combined,0.01,593.5492591252279,10,False,ceiling
masked,sentinel2,combined,0.03162277660168379,,0,False,ceiling
masked,sentinel2,combined,0.1,593.4903147108648,10,False,ceiling
masked,sentinel2,combined,0.31622776601683794,,0,False,ceiling
masked,sentinel2,combined,1.0,592.9030345244717,10,False,ceiling
masked,sentinel2,combined,3.1622776601683795,,0,False,ceiling
masked,sentinel2,combined,10.0,587.5844041316502,10,False,ceiling
masked,sentinel2,combined,31.622776601683793,,0,False,ceiling
masked,sentinel2,combined,100.0,575.0713022410872,10,False,ceiling
masked,sentinel2,combined,316.22776601683796,,0,False,ceiling
masked,sentinel2,combined,1000.0,570.9404239853634,10,False,ceiling
masked,sentinel2,combined,3162.2776601683795,,0,False,ceiling
masked,sentinel2,combined,10000.0,570.4099541574715,10,False,ceiling
masked,sentinel2,combined,31622.776601683792,,0,False,ceiling
masked,sentinel2,combined,100000.0,570.3551640396107,10,False,ceiling
masked,sentinel2,combined,316227.7660168379,,0,False,ceiling
masked,sentinel2,combined,1000000.0,570.3496666241786,10,False,ceiling
masked,sentinel2,combined,3162277.6601683795,,0,False,ceiling
masked,sentinel2,combined,10000000.0,570.3491166975543,10,False,ceiling
masked,sentinel2,combined,31622776.60168379,,0,False,ceiling
masked,sentinel2,combined,100000000.0,570.3490617030405,10,True,ceiling
maskdrop,sentinel2,gram,1e-08,4.65240430102102,10,False,ceiling
maskdrop,sentinel2,gram,3.162277660168379e-08,,0,False,ceiling
maskdrop,sentinel2,gram,1e-07,4.652401999430983,10,False,ceiling
maskdrop,sentinel2,gram,3.162277660168379e-07,,0,False,ceiling
maskdrop,sentinel2,gram,1e-06,4.652379011607196,10,False,ceiling
maskdrop,sentinel2,gram,3.162277660168379e-06,,0,False,ceiling
maskdrop,sentinel2,gram,1e-05,4.652149279801428,10,False,ceiling
maskdrop,sentinel2,gram,3.1622776601683795e-05,,0,False,ceiling
maskdrop,sentinel2,gram,0.0001,4.649867875464637,10,False,ceiling
maskdrop,sentinel2,gram,0.00031622776601683794,,0,False,ceiling
maskdrop,sentinel2,gram,0.001,4.628497540961477,10,False,ceiling
maskdrop,sentinel2,gram,0.0031622776601683794,,0,False,ceiling
maskdrop,sentinel2,gram,0.01,4.488290490421571,10,False,ceiling
maskdrop,sentinel2,gram,0.03162277660168379,,0,False,ceiling
maskdrop,sentinel2,gram,0.1,4.12576874867614,10,False,ceiling
maskdrop,sentinel2,gram,0.31622776601683794,,0,False,ceiling
maskdrop,sentinel2,gram,1.0,3.961896789636431,10,False,ceiling
maskdrop,sentinel2,gram,3.1622776601683795,,0,False,ceiling
maskdrop,sentinel2,gram,10.0,3.937308484562614,10,False,ceiling
maskdrop,sentinel2,gram,31.622776601683793,,0,False,ceiling
maskdrop,sentinel2,gram,100.0,3.9345852024268155,10,False,ceiling
maskdrop,sentinel2,gram,316.22776601683796,,0,False,ceiling
maskdrop,sentinel2,gram,1000.0,3.934311295567855,10,False,ceiling
maskdrop,sentinel2,gram,3162.2776601683795,,0,False,ceiling
maskdrop,sentinel2,gram,10000.0,3.934283893175857,10,False,ceiling
maskdrop,sentinel2,gram,31622.776601683792,,0,False,ceiling
maskdrop,sentinel2,gram,100000.0,3.934281152824363,10,False,ceiling
maskdrop,sentinel2,gram,316227.7660168379,,0,False,ceiling
maskdrop,sentinel2,gram,1000000.0,3.9342808787880967,10,False,ceiling
maskdrop,sentinel2,gram,3162277.6601683795,,0,False,ceiling
maskdrop,sentinel2,gram,10000000.0,3.934280851384457,10,False,ceiling
maskdrop,sentinel2,gram,31622776.60168379,,0,False,ceiling
maskdrop,sentinel2,gram,100000000.0,3.934280848644094,10,True,ceiling
maskdrop,sentinel2,quantile,1e-08,60.00325607647302,10,False,ceiling
maskdrop,sentinel2,quantile,3.162277660168379e-08,,0,False,ceiling
maskdrop,sentinel2,quantile,1e-07,59.548959606949396,10,False,ceiling
maskdrop,sentinel2,quantile,3.162277660168379e-07,,0,False,ceiling
maskdrop,sentinel2,quantile,1e-06,59.55073504616052,10,False,ceiling
maskdrop,sentinel2,quantile,3.162277660168379e-06,,0,False,ceiling
maskdrop,sentinel2,quantile,1e-05,59.550701696977754,10,False,ceiling
maskdrop,sentinel2,quantile,3.1622776601683795e-05,,0,False,ceiling
maskdrop,sentinel2,quantile,0.0001,59.55065117183349,10,False,ceiling
maskdrop,sentinel2,quantile,0.00031622776601683794,,0,False,ceiling
maskdrop,sentinel2,quantile,0.001,59.55014501282217,10,False,ceiling
maskdrop,sentinel2,quantile,0.0031622776601683794,,0,False,ceiling
maskdrop,sentinel2,quantile,0.01,59.54511723020063,10,False,ceiling
maskdrop,sentinel2,quantile,0.03162277660168379,,0,False,ceiling
maskdrop,sentinel2,quantile,0.1,59.49794346857279,10,False,ceiling
maskdrop,sentinel2,quantile,0.31622776601683794,,0,False,ceiling
maskdrop,sentinel2,quantile,1.0,59.2001799580413,10,False,ceiling
maskdrop,sentinel2,quantile,3.1622776601683795,,0,False,ceiling
maskdrop,sentinel2,quantile,10.0,58.6812721985123,10,False,ceiling
maskdrop,sentinel2,quantile,31.622776601683793,,0,False,ceiling
maskdrop,sentinel2,quantile,100.0,58.5249453554642,10,False,ceiling
maskdrop,sentinel2,quantile,316.22776601683796,,0,False,ceiling
maskdrop,sentinel2,quantile,1000.0,58.50701932807273,10,False,ceiling
maskdrop,sentinel2,quantile,3162.2776601683795,,0,False,ceiling
maskdrop,sentinel2,quantile,10000.0,58.50521452599307,10,False,ceiling
maskdrop,sentinel2,quantile,31622.776601683792,,0,False,ceiling
maskdrop,sentinel2,quantile,100000.0,58.505033955427606,10,False,ceiling
maskdrop,sentinel2,quantile,316227.7660168379,,0,False,ceiling
maskdrop,sentinel2,quantile,1000000.0,58.50501589750365,10,False,ceiling
maskdrop,sentinel2,quantile,3162277.6601683795,,0,False,ceiling
maskdrop,sentinel2,quantile,10000000.0,58.50501409170261,10,False,ceiling
maskdrop,sentinel2,quantile,31622776.60168379,,0,False,ceiling
maskdrop,sentinel2,quantile,100000000.0,58.50501391112249,10,True,ceiling
maskdrop,sentinel2,combined,1e-08,145.86484842618992,10,False,ceiling
maskdrop,sentinel2,combined,3.162277660168379e-08,,0,False,ceiling
maskdrop,sentinel2,combined,1e-07,138.90439183898758,10,False,ceiling
maskdrop,sentinel2,combined,3.162277660168379e-07,,0,False,ceiling
maskdrop,sentinel2,combined,1e-06,138.90613101101732,10,False,ceiling
maskdrop,sentinel2,combined,3.162277660168379e-06,,0,False,ceiling
maskdrop,sentinel2,combined,1e-05,138.9063163727821,10,False,ceiling
maskdrop,sentinel2,combined,3.1622776601683795e-05,,0,False,ceiling
maskdrop,sentinel2,combined,0.0001,138.9062391534819,10,False,ceiling
maskdrop,sentinel2,combined,0.00031622776601683794,,0,False,ceiling
maskdrop,sentinel2,combined,0.001,138.90549556916508,10,False,ceiling
maskdrop,sentinel2,combined,0.0031622776601683794,,0,False,ceiling
maskdrop,sentinel2,combined,0.01,138.89808427862056,10,False,ceiling
maskdrop,sentinel2,combined,0.03162277660168379,,0,False,ceiling
maskdrop,sentinel2,combined,0.1,138.82631692322073,10,False,ceiling
maskdrop,sentinel2,combined,0.31622776601683794,,0,False,ceiling
maskdrop,sentinel2,combined,1.0,138.27467160756896,10,False,ceiling
maskdrop,sentinel2,combined,3.1622776601683795,,0,False,ceiling
maskdrop,sentinel2,combined,10.0,136.67405584227933,10,False,ceiling
maskdrop,sentinel2,combined,31.622776601683793,,0,False,ceiling
maskdrop,sentinel2,combined,100.0,135.84559509527506,10,False,ceiling
maskdrop,sentinel2,combined,316.22776601683796,,0,False,ceiling
maskdrop,sentinel2,combined,1000.0,135.73411602774334,10,False,ceiling
maskdrop,sentinel2,combined,3162.2776601683795,,0,False,ceiling
maskdrop,sentinel2,combined,10000.0,135.7228984177025,10,False,ceiling
maskdrop,sentinel2,combined,31622.776601683792,,0,False,ceiling
maskdrop,sentinel2,combined,100000.0,135.72177729288146,10,False,ceiling
maskdrop,sentinel2,combined,316227.7660168379,,0,False,ceiling
maskdrop,sentinel2,combined,1000000.0,135.72166518852404,10,False,ceiling
maskdrop,sentinel2,combined,3162277.6601683795,,0,False,ceiling
maskdrop,sentinel2,combined,10000000.0,135.72165397817145,10,False,ceiling
maskdrop,sentinel2,combined,31622776.60168379,,0,False,ceiling
maskdrop,sentinel2,combined,100000000.0,135.72165285713692,10,True,ceiling
