variant,sensor,treatment_site_id,fit_window,lambda,cv_sse,chosen
cv,sentinel1,treatment_0010,P01-09,1000.0,4824.430512746043,False
cv,sentinel1,treatment_0010,P01-09,1258.9254117941687,4825.26599042119,False
cv,sentinel1,treatment_0010,P01-09,1584.893192461114,4826.411557438447,False
cv,sentinel1,treatment_0010,P01-09,1995.262314968883,4827.924813106281,False
cv,sentinel1,treatment_0010,P01-09,2511.886431509582,4829.847631591801,False
cv,sentinel1,treatment_0010,P01-09,3162.2776601683795,4832.194515575588,False
cv,sentinel1,treatment_0010,P01-09,3981.0717055349774,4834.943496387363,False
cv,sentinel1,treatment_0010,P01-09,5011.872336272725,4838.032985554523,False
cv,sentinel1,treatment_0010,P01-09,6309.573444801943,4841.366565298306,False
cv,sentinel1,treatment_0010,P01-09,7943.282347242822,4844.825114795591,False
cv,sentinel1,treatment_0010,P01-09,10000.0,4848.28312185635,False
cv,sentinel2,treatment_0001,P01-08,0.0001,6247.869803876777,True
cv,sentinel2,treatment_0001,P01-08,0.00012589254117941674,6247.869804482233,False
cv,sentinel2,treatment_0001,P01-08,0.00015848931924611142,6247.869805244458,False
cv,sentinel2,treatment_0001,P01-08,0.00019952623149688788,6247.869806204044,False
cv,sentinel2,treatment_0001,P01-08,0.00025118864315095795,6247.869807412089,False
cv,sentinel2,treatment_0001,P01-08,0.00031622776601683794,6247.869808932928,False
cv,sentinel2,treatment_0001,P01-08,0.00039810717055349735,6247.869810847551,False
cv,sentinel2,treatment_0001,P01-08,0.0005011872336272725,6247.869813257921,False
cv,sentinel2,treatment_0001,P01-08,0.000630957344480193,6247.869816292396,False
cv,sentinel2,treatment_0001,P01-08,0.0007943282347242813,6247.869820112572,False
cv,sentinel2,treatment_0001,P01-08,0.001,6247.869824921893,False
cv,sentinel2,treatment_0001,P01-08,0.0012589254117941675,6247.86983097647,False
cv,sentinel2,treatment_0001,P01-08,0.001584893192461114,6247.869838598733,False
cv,sentinel2,treatment_0001,P01-08,0.001995262314968879,6247.869848194597,False
cv,sentinel2,treatment_0001,P01-08,0.002511886431509582,6247.86986027508,False
cv,sentinel2,treatment_0001,P01-08,0.0031622776601683794,6247.86987548352,False
cv,sentinel2,treatment_0001,P01-08,0.003981071705534973,6247.869894629828,False
cv,sentinel2,treatment_0001,P01-08,0.005011872336272725,6247.869918733629,False
cv,sentinel2,treatment_0001,P01-08,0.00630957344480193,6247.869949078556,False
cv,sentinel2,treatment_0001,P01-08,0.00794328234724282,6247.869987280623,False
cv,sentinel2,treatment_0001,P01-08,0.01,6247.870035374279,False
cv,sentinel2,treatment_0001,P01-08,0.012589254117941675,6247.870095920772,False
cv,sentinel2,treatment_0001,P01-08,0.01584893192461114,6247.870172144555,False
cv,sentinel2,treatment_0001,P01-08,0.01995262314968881,6247.870268105027,False
cv,sentinel2,treatment_0001,P01-08,0.025118864315095822,6247.870388912765,False
cv,sentinel2,treatment_0001,P01-08,0.03162277660168379,6247.870541001743,False
cv,sentinel2,treatment_0001,P01-08,0.039810717055349734,6247.870732472083,False
cv,sentinel2,treatment_0001,P01-08,0.05011872336272725,6247.87097352159,False
cv,sentinel2,treatment_0001,P01-08,0.06309573444801936,6247.871276989109,False
cv,sentinel2,treatment_0001,P01-08,0.07943282347242822,6247.8716590386875,False
cv,sentinel2,treatment_0001,P01-08,0.1,6247.872140021084,False
cv,sentinel2,treatment_0001,P01-08,0.12589254117941676,6247.872745558641,False
cv,sentinel2,treatment_0001,P01-08,0.15848931924611143,6247.873507911562,False
cv,sentinel2,treatment_0001,P01-08,0.19952623149688808,6247.874467698715,False
cv,sentinel2,treatment_0001,P01-08,0.25118864315095824,6247.875676065218,False
cv,sentinel2,treatment_0001,P01-08,0.31622776601683794,6247.877197413216,False
cv,sentinel2,treatment_0001,P01-08,0.3981071705534973,6247.879112842798,False
cv,sentinel2,treatment_0001,P01-08,0.5011872336272725,6247.881524488731,False
cv,sentinel2,treatment_0001,P01-08,0.6309573444801936,6247.88456098779,False
cv,sentinel2,treatment_0001,P01-08,0.7943282347242822,6247.888384373964,False
cv,sentinel2,treatment_0001,P01-08,1.0,6247.893198778376,False
cv,sentinel2,treatment_0001,P01-08,1.2589254117941688,6247.899261412489,False
cv,sentinel2,treatment_0001,P01-08,1.584893192461114,6247.906896443738,False
cv,sentinel2,treatment_0001,P01-08,1.9952623149688788,6247.916512540804,False
cv,sentinel2,treatment_0001,P01-08,2.5118864315095824,6247.928625083482,False
cv,sentinel2,treatment_0001,P01-08,3.1622776601683795,6247.9438843157495,False
cv,sentinel2,treatment_0001,P01-08,3.9810717055349776,6247.9631110927485,False
cv,sentinel2,treatment_0001,P01-08,5.011872336272725,6247.987342364535,False
cv,sentinel2,treatment_0001,P01-08,6.309573444801943,6248.017889196139,False
cv,sentinel2,treatment_0001,P01-08,7.943282347242821,6248.056411008455,False
cv,sentinel2,treatment_0001,P01-08,10.0,6248.105010929355,False
cv,sentinel2,treatment_0001,P01-08,12.589254117941687,6248.166358802652,False
cv,sentinel2,treatment_0001,P01-08,15.848931924611142,6248.243850708613,False
cv,sentinel2,treatment_0001,P01-08,19.95262314968883,6248.341817088928,False
cv,sentinel2,treatment_0001,P01-08,25.11886431509582,6248.465796158982,False
cv,sentinel2,treatment_0001,P01-08,31.622776601683793,6248.622895840284,False
cv,sentinel2,treatment_0001,P01-08,39.81071705534978,6248.822276838405,False
cv,sentinel2,treatment_0001,P01-08,50.11872336272725,6249.0758029859135,False
cv,sentinel2,treatment_0001,P01-08,63.09573444801943,6249.398924326974,False
cv,sentinel2,treatment_0001,P01-08,79.43282347242821,6249.811886025023,False
cv,sentinel2,treatment_0001,P01-08,100.0,6250.341395106849,False
cv,sentinel2,treatment_0001,P01-08,125.89254117941688,6251.022930995789,False
cv,sentinel2,treatment_0001,P01-08,158.48931924611142,6251.9039585636065,False
cv,sentinel2,treatment_0001,P01-08,199.5262314968883,6253.048396894838,False
cv,sentinel2,treatment_0001,P01-08,251.18864315095823,6254.542812751993,False
cv,sentinel2,treatment_0001,P01-08,316.22776601683796,6256.504937559615,False
cv,sentinel2,treatment_0001,P01-08,398.1071705534977,6259.095231053813,False
cv,sentinel2,treatment_0001,P01-08,501.18723362727246,6262.532295736696,False
cv,sentinel2,treatment_0001,P01-08,630.9573444801943,6267.1129231414025,False
cv,sentinel2,treatment_0001,P01-08,794.3282347242822,6273.237341483208,False
cv,sentinel2,treatment_0001,P01-08,1000.0,6281.439731024118,False
cv,sentinel2,treatment_0001,P01-08,1258.9254117941687,6292.423155698484,False
cv,sentinel2,treatment_0001,P01-08,1584.893192461114,6307.096563502332,False
cv,sentinel2,treatment_0001,P01-08,1995.262314968883,6326.609179227978,False
cv,sentinel2,treatment_0001,P01-08,2511.886431509582,6352.374094022969,False
cv,sentinel2,treatment_0001,P01-08,3162.2776601683795,6386.06791039051,False
cv,sentinel2,treatment_0001,P01-08,3981.0717055349774,6429.5875179123905,False
cv,sentinel2,treatment_0001,P01-08,5011.872336272725,6484.940985287514,False
cv,sentinel2,treatment_0001,P01-08,6309.573444801943,6554.052279368141,False
cv,sentinel2,treatment_0001,P01-08,7943.282347242822,6638.475324537341,False
cv,sentinel2,treatment_0001,P01-08,10000.0,6739.044592740953,False
cv,sentinel2,treatment_0001,P01-09,0.0001,7310.073871052853,True
cv,sentinel2,treatment_0001,P01-09,0.00012589254117941674,7310.073871575316,False
cv,sentinel2,treatment_0001,P01-09,0.00015848931924611142,7310.07387223306,False
cv,sentinel2,treatment_0001,P01-09,0.00019952623149688788,7310.073873061109,False
cv,sentinel2,treatment_0001,P01-09,0.00025118864315095795,7310.073874103562,False
cv,sentinel2,treatment_0001,P01-09,0.00031622776601683794,7310.073875415934,False
cv,sentinel2,treatment_0001,P01-09,0.00039810717055349735,7310.07387706811,False
cv,sentinel2,treatment_0001,P01-09,0.0005011872336272725,7310.073879148078,False
cv,sentinel2,treatment_0001,P01-09,0.000630957344480193,7310.073881766602,False
cv,sentinel2,treatment_0001,P01-09,0.0007943282347242813,7310.073885063129,False
cv,sentinel2,treatment_0001,P01-09,0.001,7310.073889213211,False
cv,sentinel2,treatment_0001,P01-09,0.0012589254117941675,7310.073894437856,False
cv,sentinel2,treatment_0001,P01-09,0.001584893192461114,7310.073901015296,False
cv,sentinel2,treatment_0001,P01-09,0.001995262314968879,7310.073909295807,False
cv,sentinel2,treatment_0001,P01-09,0.002511886431509582,7310.073919720355,False
cv,sentinel2,treatment_0001,P01-09,0.0031622776601683794,7310.0739328440895,False
cv,sentinel2,treatment_0001,P01-09,0.003981071705534973,7310.073949365902,False
cv,sentinel2,treatment_0001,P01-09,0.005011872336272725,7310.073970165647,False
cv,sentinel2,treatment_0001,P01-09,0.00630957344480193,7310.073996351002,False
cv,sentinel2,treatment_0001,P01-09,0.00794328234724282,7310.074029316449,False
cv,sentinel2,treatment_0001,P01-09,0.01,7310.074070817553,False
cv,sentinel2,treatment_0001,P01-09,0.012589254117941675,7310.074123064447,False
cv,sentinel2,treatment_0001,P01-09,0.01584893192461114,7310.074188839549,False
cv,sentinel2,treatment_0001,P01-09,0.01995262314968881,7310.07427164575,False
cv,sentinel2,treatment_0001,P01-09,0.025118864315095822,7310.074375892982,False
cv,sentinel2,treatment_0001,P01-09,0.03162277660168379,7310.074507133105,False
cv,sentinel2,treatment_0001,P01-09,0.039810717055349734,7310.074672355637,False
cv,sentinel2,treatment_0001,P01-09,0.05011872336272725,7310.074880360077,False
cv,sentinel2,treatment_0001,P01-09,0.06309573444801936,7310.075142224682,False
cv,sentinel2,treatment_0001,P01-09,0.07943282347242822,7310.075471896695,False
cv,sentinel2,treatment_0001,P01-09,0.1,7310.075886935518,False
cv,sentinel2,treatment_0001,P01-09,0.12589254117941676,7310.076409448508,False
cv,sentinel2,treatment_0001,P01-09,0.15848931924611143,7310.077067269337,False
cv,sentinel2,treatment_0001,P01-09,0.19952623149688808,7310.077895441978,False
cv,sentinel2,treatment_0001,P01-09,0.25118864315095824,7310.07893808963,False
cv,sentinel2,treatment_0001,P01-09,0.31622776601683794,7310.080250768754,False
cv,sentinel2,treatment_0001,P01-09,0.3981071705534973,7310.081903434494,False
cv,sentinel2,treatment_0001,P01-09,0.5011872336272725,7310.0839841768775,False
cv,sentinel2,treatment_0001,P01-09,0.6309573444801936,7310.086603929089,False
cv,sentinel2,treatment_0001,P01-09,0.7943282347242822,7310.0899024022565,False
cv,sentinel2,treatment_0001,P01-09,1.0,7310.09405556867,False
cv,sentinel2,treatment_0001,P01-09,1.2589254117941688,7310.099285101219,False
cv,sentinel2,treatment_0001,P01-09,1.584893192461114,7310.105870286411,False
cv,sentinel2,treatment_0001,P01-09,1.9952623149688788,7310.114163068707,False
cv,sentinel2,treatment_0001,P01-09,2.5118864315095824,7310.124607064134,False
cv,sentinel2,treatment_0001,P01-09,3.1622776601683795,7310.137761614053,False
cv,sentinel2,treatment_0001,P01-09,3.9810717055349776,7310.154332252204,False
cv,sentinel2,treatment_0001,P01-09,5.011872336272725,7310.175209353286,False
cv,sentinel2,treatment_0001,P01-09,6.309573444801943,7310.2015172514675,False
cv,sentinel2,treatment_0001,P01-09,7.943282347242821,7310.234676807988,False
cv,sentinel2,treatment_0001,P01-09,10.0,7310.276485332749,False
cv,sentinel2,treatment_0001,P01-09,12.589254117941687,7310.3292190181955,False
cv,sentinel2,treatment_0001,P01-09,15.848931924611142,7310.395764758428,False
cv,sentinel2,treatment_0001,P01-09,19.95262314968883,7310.479790597558,False
cv,sentinel2,treatment_0001,P01-09,25.11886431509582,7310.585967363111,False
cv,sentinel2,treatment_0001,P01-09,31.622776601683793,7310.720258710024,False
cv,sentinel2,treatment_0001,P01-09,39.81071705534978,7310.890303436943,False
cv,sentinel2,treatment_0001,P01-09,50.11872336272725,7311.105923423196,False
cv,sentinel2,treatment_0001,P01-09,63.09573444801943,7311.379804140174,False
cv,sentinel2,treatment_0001,P01-09,79.43282347242821,7311.728414204423,False
cv,sentinel2,treatment_0001,P01-09,100.0,7312.1732583157345,False
cv,sentinel2,treatment_0001,P01-09,125.89254117941688,7312.742597396273,False
cv,sentinel2,treatment_0001,P01-09,158.48931924611142,7313.4738248093145,False
cv,sentinel2,treatment_0001,P01-09,199.5262314968883,7314.416762601785,False
cv,sentinel2,treatment_0001,P01-09,251.18864315095823,7315.638240626233,False
cv,sentinel2,treatment_0001,P01-09,316.22776601683796,7317.228445297968,False
cv,sentinel2,treatment_0001,P01-09,398.1071705534977,7319.309668184588,False
cv,sentinel2,treatment_0001,P01-09,501.18723362727246,7322.048229364822,False
cv,sentinel2,treatment_0001,P01-09,630.9573444801943,7325.670456897442,False
cv,sentinel2,treatment_0001,P01-09,794.3282347242822,7330.4836007225285,False
cv,sentinel2,treatment_0001,P01-09,1000.0,7336.9023349265435,False
cv,sentinel2,treatment_0001,P01-09,1258.9254117941687,7345.480897254594,False
cv,sentinel2,treatment_0001,P01-09,1584.893192461114,7356.949719631105,False
cv,sentinel2,treatment_0001,P01-09,1995.262314968883,7372.253361111659,False
cv,sentinel2,treatment_0001,P01-09,2511.886431509582,7392.58338793496,False
cv,sentinel2,treatment_0001,P01-09,3162.2776601683795,7419.395385834913,False
cv,sentinel2,treatment_0001,P01-09,3981.0717055349774,7454.393856053718,False
cv,sentinel2,treatment_0001,P01-09,5011.872336272725,7499.463871389298,False
cv,sentinel2,treatment_0001,P01-09,6309.573444801943,7556.527587091863,False
cv,sentinel2,treatment_0001,P01-09,7943.282347242822,7627.312379235859,False
cv,sentinel2,treatment_0001,P01-09,10000.0,7713.040176464327,False
cv,sentinel2,treatment_0002,P01-08,0.0001,6032.930752608587,False
cv,sentinel2,treatment_0002,P01-08,0.00012589254117941674,6032.930747171515,False
cv,sentinel2,treatment_0002,P01-08,0.00015848931924611142,6032.930740326647,False
cv,sentinel2,treatment_0002,P01-08,0.00019952623149688788,6032.930731709466,False
cv,sentinel2,treatment_0002,P01-08,0.00025118864315095795,6032.93072086108,False
cv,sentinel2,treatment_0002,P01-08,0.00031622776601683794,6032.930707203772,False
cv,sentinel2,treatment_0002,P01-08,0.00039810717055349735,6032.930690010241,False
cv,sentinel2,treatment_0002,P01-08,0.0005011872336272725,6032.930668364868,False
cv,sentinel2,treatment_0002,P01-08,0.000630957344480193,6032.930641114962,False
cv,sentinel2,treatment_0002,P01-08,0.0007943282347242813,6032.930606809363,False
cv,sentinel2,treatment_0002,P01-08,0.001,6032.930563621179,False
cv,sentinel2,treatment_0002,P01-08,0.0012589254117941675,6032.9305092504865,False
cv,sentinel2,treatment_0002,P01-08,0.001584893192461114,6032.930440801853,False
cv,sentinel2,treatment_0002,P01-08,0.001995262314968879,6032.93035463015,False
cv,sentinel2,treatment_0002,P01-08,0.002511886431509582,6032.930246146435,False
cv,sentinel2,treatment_0002,P01-08,0.0031622776601683794,6032.930109573583,False
cv,sentinel2,treatment_0002,P01-08,0.003981071705534973,6032.9299376386325,False
cv,sentinel2,treatment_0002,P01-08,0.005011872336272725,6032.9297211854855,False
cv,sentinel2,treatment_0002,P01-08,0.00630957344480193,6032.929448687326,False
cv,sentinel2,treatment_0002,P01-08,0.00794328234724282,6032.9291056328,False
cv,sentinel2,treatment_0002,P01-08,0.01,6032.928673753263,False
cv,sentinel2,treatment_0002,P01-08,0.012589254117941675,6032.9281300499715,False
cv,sentinel2,treatment_0002,P01-08,0.01584893192461114,6032.9274455693985,False
cv,sentinel2,treatment_0002,P01-08,0.01995262314968881,6032.926583861501,False
cv,sentinel2,treatment_0002,P01-08,0.025118864315095822,6032.925499038838,False
cv,sentinel2,treatment_0002,P01-08,0.03162277660168379,6032.924133333266,False
cv,sentinel2,treatment_0002,P01-08,0.039810717055349734,6032.922414020126,False
cv,sentinel2,treatment_0002,P01-08,0.05011872336272725,6032.920249546297,False
cv,sentinel2,treatment_0002,P01-08,0.06309573444801936,6032.917524656069,False
cv,sentinel2,treatment_0002,P01-08,0.07943282347242822,6032.914094255606,False
cv,sentinel2,treatment_0002,P01-08,0.1,6032.909775689733,False
cv,sentinel2,treatment_0002,P01-08,0.12589254117941676,6032.904339020526,False
cv,sentinel2,treatment_0002,P01-08,0.15848931924611143,6032.897494791226,False
cv,sentinel2,treatment_0002,P01-08,0.19952623149688808,6032.8888786257985,False
cv,sentinel2,treatment_0002,P01-08,0.25118864315095824,6032.87803184704,False
cv,sentinel2,treatment_0002,P01-08,0.31622776601683794,6032.864377085964,False
cv,sentinel2,treatment_0002,P01-08,0.3981071705534973,6032.847187591227,False
cv,sentinel2,treatment_0002,P01-08,0.5011872336272725,6032.8255486164,False
cv,sentinel2,treatment_0002,P01-08,0.6309573444801936,6032.79830884808,False
cv,sentinel2,treatment_0002,P01-08,0.7943282347242822,6032.764019318792,False
cv,sentinel2,treatment_0002,P01-08,1.0,6032.720856599916,False
cv,sentinel2,treatment_0002,P01-08,1.2589254117941688,6032.666526261068,False
cv,sentinel2,treatment_0002,P01-08,1.584893192461114,6032.598141576082,False
cv,sentinel2,treatment_0002,P01-08,1.9952623149688788,6032.5120712083935,False
cv,sentinel2,treatment_0002,P01-08,2.5118864315095824,6032.403748068531,False
cv,sentinel2,treatment_0002,P01-08,3.1622776601683795,6032.267429645592,False
cv,sentinel2,treatment_0002,P01-08,3.9810717055349776,6032.095897810061,False
cv,sentinel2,treatment_0002,P01-08,5.011872336272725,6031.880083303238,False
cv,sentinel2,treatment_0002,P01-08,6.309573444801943,6031.608596813864,False
cv,sentinel2,treatment_0002,P01-08,7.943282347242821,6031.2671446643335,False
cv,sentinel2,treatment_0002,P01-08,10.0,6030.837802707837,False
cv,sentinel2,treatment_0002,P01-08,12.589254117941687,6030.298117192359,False
cv,sentinel2,treatment_0002,P01-08,15.848931924611142,6029.619996367108,False
cv,sentinel2,treatment_0002,P01-08,19.95262314968883,6028.768352068744,False
cv,sentinel2,treatment_0002,P01-08,25.11886431509582,6027.699447471474,False
cv,sentinel2,treatment_0002,P01-08,31.622776601683793,6026.35890739176,False
cv,sentinel2,treatment_0002,P01-08,39.81071705534978,6024.679353896842,False
cv,sentinel2,treatment_0002,P01-08,50.11872336272725,6022.577647014561,False
cv,sentinel2,treatment_0002,P01-08,63.09573444801943,6019.951744946632,False
cv,sentinel2,treatment_0002,P01-08,79.43282347242821,6016.677260322467,False
cv,sentinel2,treatment_0002,P01-08,100.0,6012.603892464067,False
cv,sentinel2,treatment_0002,P01-08,125.89254117941688,6007.552078048878,False
cv,sentinel2,treatment_0002,P01-08,158.48931924611142,6001.310444158635,False
cv,sentinel2,treatment_0002,P01-08,199.5262314968883,5993.634986539011,False
cv,sentinel2,treatment_0002,P01-08,251.18864315095823,5984.251337174167,False
cv,sentinel2,treatment_0002,P01-08,316.22776601683796,5972.86200101549,False
cv,sentinel2,treatment_0002,P01-08,398.1071705534977,5959.160937568792,False
cv,sentinel2,treatment_0002,P01-08,501.18723362727246,5942.858133682537,False
cv,sentinel2,treatment_0002,P01-08,630.9573444801943,5923.716500337645,False
cv,sentinel2,treatment_0002,P01-08,794.3282347242822,5901.602013484833,False
cv,sentinel2,treatment_0002,P01-08,1000.0,5876.544944687578,False
cv,sentinel2,treatment_0002,P01-08,1258.9254117941687,5848.804992252695,False
cv,sentinel2,treatment_0002,P01-08,1584.893192461114,5818.926641923006,False
cv,sentinel2,treatment_0002,P01-08,1995.262314968883,5787.765115311422,False
cv,sentinel2,treatment_0002,P01-08,2511.886431509582,5756.461396475132,False
cv,sentinel2,treatment_0002,P01-08,3162.2776601683795,5726.351251721926,False
cv,sentinel2,treatment_0002,P01-08,3981.0717055349774,5698.8099584788215,False
cv,sentinel2,treatment_0002,P01-08,5011.872336272725,5675.058268801597,False
cv,sentinel2,treatment_0002,P01-08,6309.573444801943,5655.97605085678,False
cv,sentinel2,treatment_0002,P01-08,7943.282347242822,5641.975713987846,False
cv,sentinel2,treatment_0002,P01-08,10000.0,5632.971414845294,True
cv,sentinel2,treatment_0002,P01-09,0.0001,7241.473587179651,False
cv,sentinel2,treatment_0002,P01-09,0.00012589254117941674,7241.4735833343675,False
cv,sentinel2,treatment_0002,P01-09,0.00015848931924611142,7241.47357849344,False
cv,sentinel2,treatment_0002,P01-09,0.00019952623149688788,7241.473572399074,False
cv,sentinel2,treatment_0002,P01-09,0.00025118864315095795,7241.473564726726,False
cv,sentinel2,treatment_0002,P01-09,0.00031622776601683794,7241.473555067807,False
cv,sentinel2,treatment_0002,P01-09,0.00039810717055349735,7241.47354290795,False
cv,sentinel2,treatment_0002,P01-09,0.0005011872336272725,7241.4735275996,False
cv,sentinel2,treatment_0002,P01-09,0.000630957344480193,7241.473508327529,False
cv,sentinel2,treatment_0002,P01-09,0.0007943282347242813,7241.473484065431,False
cv,sentinel2,treatment_0002,P01-09,0.001,7241.473453521262,False
cv,sentinel2,treatment_0002,P01-09,0.0012589254117941675,7241.473415068438,False
cv,sentinel2,treatment_0002,P01-09,0.001584893192461114,7241.473366659206,False
cv,sentinel2,treatment_0002,P01-09,0.001995262314968879,7241.473305715607,False
cv,sentinel2,treatment_0002,P01-09,0.002511886431509582,7241.473228992179,False
cv,sentinel2,treatment_0002,P01-09,0.0031622776601683794,7241.473132403135,False
cv,sentinel2,treatment_0002,P01-09,0.003981071705534973,7241.4730108047825,False
cv,sentinel2,treatment_0002,P01-09,0.005011872336272725,7241.472857721598,False
cv,sentinel2,treatment_0002,P01-09,0.00630957344480193,7241.472665001409,False
cv,sentinel2,treatment_0002,P01-09,0.00794328234724282,7241.472422381252,False
cv,sentinel2,treatment_0002,P01-09,0.01,7241.4721169408695,False
cv,sentinel2,treatment_0002,P01-09,0.012589254117941675,7241.47173241468,False
cv,sentinel2,treatment_0002,P01-09,0.01584893192461114,7241.471248325638,False
cv,sentinel2,treatment_0002,P01-09,0.01995262314968881,7241.470638894825,False
cv,sentinel2,treatment_0002,P01-09,0.025118864315095822,7241.469871668766,False
cv,sentinel2,treatment_0002,P01-09,0.03162277660168379,7241.468905791364,False
cv,sentinel2,treatment_0002,P01-09,0.039810717055349734,7241.467689828474,False
cv,sentinel2,treatment_0002,P01-09,0.05011872336272725,7241.466159029367,False
cv,sentinel2,treatment_0002,P01-09,0.06309573444801936,7241.464231879323,False
cv,sentinel2,treatment_0002,P01-09,0.07943282347242822,7241.461805759944,False
cv,sentinel2,treatment_0002,P01-09,0.1,7241.458751486371,False
cv,sentinel2,treatment_0002,P01-09,0.12589254117941676,7241.454906430931,False
cv,sentinel2,treatment_0002,P01-09,0.15848931924611143,7241.4500658677,False
cv,sentinel2,treatment_0002,P01-09,0.19952623149688808,7241.443972078135,False
cv,sentinel2,treatment_0002,P01-09,0.25118864315095824,7241.436300639403,False
cv,sentinel2,treatment_0002,P01-09,0.31622776601683794,7241.426643167871,False
cv,sentinel2,treatment_0002,P01-09,0.3981071705534973,7241.414485603242,False
cv,sentinel2,treatment_0002,P01-09,0.5011872336272725,7241.399180883733,False
cv,sentinel2,treatment_0002,P01-09,0.6309573444801936,7241.379914568122,False
cv,sentinel2,treatment_0002,P01-09,0.7943282347242822,7241.355661591256,False
cv,sentinel2,treatment_0002,P01-09,1.0,7241.325131877587,False
cv,sentinel2,treatment_0002,P01-09,1.2589254117941688,7241.286701959962,False
cv,sentinel2,treatment_0002,P01-09,1.584893192461114,7241.238329031089,False
cv,sentinel2,treatment_0002,P01-09,1.9952623149688788,7241.177442959729,False
cv,sentinel2,treatment_0002,P01-09,2.5118864315095824,7241.100810693943,False
cv,sentinel2,treatment_0002,P01-09,3.1622776601683795,7241.004366103822,False
cv,sentinel2,treatment_0002,P01-09,3.9810717055349776,7240.882996634873,False
cv,sentinel2,treatment_0002,P01-09,5.011872336272725,7240.730276094737,False
cv,sentinel2,treatment_0002,P01-09,6.309573444801943,7240.538130424305,False
cv,sentinel2,treatment_0002,P01-09,7.943282347242821,7240.2964203615775,False
cv,sentinel2,treatment_0002,P01-09,10.0,7239.992421467041,False
cv,sentinel2,treatment_0002,P01-09,12.589254117941687,7239.610178064052,False
cv,sentinel2,treatment_0002,P01-09,15.848931924611142,7239.129703366591,False
cv,sentinel2,treatment_0002,P01-09,19.95262314968883,7238.5259936839275,False
cv,sentinel2,treatment_0002,P01-09,25.11886431509582,7237.767820631242,False
cv,sentinel2,treatment_0002,P01-09,31.622776601683793,7236.81626268056,False
cv,sentinel2,treatment_0002,P01-09,39.81071705534978,7235.622937760753,False
cv,sentinel2,treatment_0002,P01-09,50.11872336272725,7234.127904566207,False
cv,sentinel2,treatment_0002,P01-09,63.09573444801943,7232.257215847994,False
cv,sentinel2,treatment_0002,P01-09,79.43282347242821,7229.920138414718,False
cv,sentinel2,treatment_0002,P01-09,100.0,7227.006110818627,False
cv,sentinel2,treatment_0002,P01-09,125.89254117941688,7223.381603082755,False
cv,sentinel2,treatment_0002,P01-09,158.48931924611142,7218.887189124774,False
cv,sentinel2,treatment_0002,P01-09,199.5262314968883,7213.335359659599,False
cv,sentinel2,treatment_0002,P01-09,251.18864315095823,7206.509907000923,False
cv,sentinel2,treatment_0002,P01-09,316.22776601683796,7198.168106929805,False
cv,sentinel2,treatment_0002,P01-09,398.1071705534977,7188.0473794762875,False
cv,sentinel2,treatment_0002,P01-09,501.18723362727246,7175.878541815412,False
cv,sentinel2,treatment_0002,P01-09,630.9573444801943,7161.40798272549,False
cv,sentinel2,treatment_0002,P01-09,794.3282347242822,7144.430760464846,False
cv,sentinel2,treatment_0002,P01-09,1000.0,7124.835288566705,False
cv,sentinel2,treatment_0002,P01-09,1258.9254117941687,7102.6574314809095,False
cv,sentinel2,treatment_0002,P01-09,1584.893192461114,7078.137255033371,False
cv,sentinel2,treatment_0002,P01-09,1995.262314968883,7051.765913325546,False
cv,sentinel2,treatment_0002,P01-09,2511.886431509582,7024.305084930425,False
cv,sentinel2,treatment_0002,P01-09,3162.2776601683795,6996.760307995759,False
cv,sentinel2,treatment_0002,P01-09,3981.0717055349774,6970.296160243866,False
cv,sentinel2,treatment_0002,P01-09,5011.872336272725,6946.096916152412,False
cv,sentinel2,treatment_0002,P01-09,6309.573444801943,6925.197388724649,False
cv,sentinel2,treatment_0002,P01-09,7943.282347242822,6908.325812764077,False
cv,sentinel2,treatment_0002,P01-09,10000.0,6895.803209798583,True
cv,sentinel2,treatment_0003,P01-08,0.0001,5020.574627143125,False
cv,sentinel2,treatment_0003,P01-08,0.00012589254117941674,5020.574626991927,False
cv,sentinel2,treatment_0003,P01-08,0.00015848931924611142,5020.574626801578,False
cv,sentinel2,treatment_0003,P01-08,0.00019952623149688788,5020.5746265619455,False
cv,sentinel2,treatment_0003,P01-08,0.00025118864315095795,5020.574626260264,False
cv,sentinel2,treatment_0003,P01-08,0.00031622776601683794,5020.57462588047,False
cv,sentinel2,treatment_0003,P01-08,0.00039810717055349735,5020.574625402337,False
cv,sentinel2,treatment_0003,P01-08,0.0005011872336272725,5020.574624800405,False
cv,sentinel2,treatment_0003,P01-08,0.000630957344480193,5020.574624042619,False
cv,sentinel2,treatment_0003,P01-08,0.0007943282347242813,5020.57462308862,False
cv,sentinel2,treatment_0003,P01-08,0.001,5020.5746218876075,False
cv,sentinel2,treatment_0003,P01-08,0.0012589254117941675,5020.574620375625,False
cv,sentinel2,treatment_0003,P01-08,0.001584893192461114,5020.574618472152,False
cv,sentinel2,treatment_0003,P01-08,0.001995262314968879,5020.5746160758235,False
cv,sentinel2,treatment_0003,P01-08,0.002511886431509582,5020.574613059027,False
cv,sentinel2,treatment_0003,P01-08,0.0031622776601683794,5020.574609261112,False
cv,sentinel2,treatment_0003,P01-08,0.003981071705534973,5020.574604479826,False
cv,sentinel2,treatment_0003,P01-08,0.005011872336272725,5020.574598460557,False
cv,sentinel2,treatment_0003,P01-08,0.00630957344480193,5020.574590882765,False
