treatment_site_id,sensor,band,band_label,band_description,number_of_controls,treatment_before_mean,treatment_after_mean,treatment_change_mean,mean_control_before_mean,mean_control_after_mean,mean_control_change_mean,mean_adjusted_effect,median_control_before_mean,median_control_after_mean,median_control_change_mean,median_adjusted_effect,treatment_before_valid_fraction,treatment_after_valid_fraction,mean_control_before_valid_fraction,mean_control_after_valid_fraction
treatment_0008,sentinel1,emb_353,Embedding dimension 353,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.3680807948112488,0.1463633626699447,-0.221717432141304,0.2305074483156204,0.0420386046171188,-0.1884688436985016,-0.0332485884428024,0.3209875822067261,0.1477288752794265,-0.1732587069272995,-0.0484587252140045,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_354,Embedding dimension 354,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.1095167770981788,-0.3263973295688629,-0.2168805599212646,-0.2926914095878601,-0.4300286173820495,-0.1373372077941894,-0.0795433521270752,-0.3168803751468658,-0.4616364538669586,-0.1447560787200927,-0.0721244812011718,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_355,Embedding dimension 355,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.1767003834247589,0.3690800964832306,0.1923797130584716,0.0139209581539034,0.1076028123497963,0.0936818569898605,0.0986978560686111,0.0464624166488647,0.0729874819517135,0.0265250653028488,0.1658546477556228,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_356,Embedding dimension 356,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.0111655853688716,0.356887936592102,0.34572234749794,0.1413300037384033,0.2256885319948196,0.0843585282564163,0.2613638043403625,0.1159207001328468,0.249750405550003,0.1338297128677368,0.2118926346302032,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_357,Embedding dimension 357,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.3087071776390075,0.3394855260848999,0.0307783484458923,0.3295961916446686,0.2356554567813873,-0.0939407348632812,0.1247190833091735,0.3383957147598266,0.2328392267227172,-0.1055564880371093,0.1363348364830017,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_358,Embedding dimension 358,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.3628146052360534,-0.2151074558496475,0.1477071493864059,-0.1886745393276214,-0.2078967541456222,-0.0192222148180007,0.1669293642044067,-0.1548238396644592,-0.2355866432189941,-0.0807628035545349,0.2284699529409408,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_359,Embedding dimension 359,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.4069878458976745,0.2770539820194244,-0.1299338638782501,0.2275136411190033,0.0901225283741951,-0.1373911201953888,0.0074572563171386,0.2150353193283081,0.0417592301964759,-0.1732760965824127,0.0433422327041626,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_360,Embedding dimension 360,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.117921158671379,0.0256995037198066,0.1436206698417663,-0.2077474296092987,-0.0690420567989349,0.1387053728103637,0.0049152970314025,-0.1672956347465515,-0.0856774598360061,0.0816181749105453,0.062002494931221,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_361,Embedding dimension 361,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.4271757900714874,-0.4271512627601623,2.452731132507324e-05,-0.3240812420845032,-0.216831773519516,0.1072494685649871,-0.1072249412536621,-0.3263987302780151,-0.1861130446195602,0.1402856856584549,-0.1402611583471298,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_362,Embedding dimension 362,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.1149183958768844,-0.2678291499614715,-0.1529107540845871,-0.3019119501113891,-0.2497226297855377,0.0521893203258514,-0.2051000744104385,-0.3544437289237976,-0.4168955981731415,-0.0624518692493438,-0.0904588848352432,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_363,Embedding dimension 363,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.4077539443969726,-0.2895447611808777,0.1182091832160949,-0.3613518476486206,-0.260364830493927,0.1009870171546936,0.0172221660614013,-0.3771283030509949,-0.2252794206142425,0.1518488824367523,-0.0336396992206573,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_364,Embedding dimension 364,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.6634329557418823,-0.4136310219764709,0.2498019337654113,-0.5463806986808777,-0.6819536685943604,-0.1355729699134826,0.385374903678894,-0.570274829864502,-0.6838998794555664,-0.1136250495910644,0.3634269833564758,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_365,Embedding dimension 365,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.6535159349441528,0.4377067685127258,-0.215809166431427,0.6534139513969421,0.4076310694217682,-0.2457828819751739,0.0299737155437469,0.6776639819145203,0.384042888879776,-0.2936210930347442,0.0778119266033172,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_366,Embedding dimension 366,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.4716556668281555,-0.5184003114700317,-0.0467446446418762,-0.4452854990959167,-0.3790239989757538,0.0662615001201629,-0.1130061447620391,-0.4183741509914398,-0.4289033412933349,-0.0105291903018951,-0.036215454339981,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_367,Embedding dimension 367,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.4295475482940674,-0.5170133113861084,-0.087465763092041,-0.1300145089626312,-0.1709384620189666,-0.0409239530563354,-0.0465418100357055,-0.1483045071363449,-0.1693809628486633,-0.0210764557123184,-0.0663893073797226,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_368,Embedding dimension 368,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.1582707613706588,-0.0809377133846283,0.0773330479860305,-0.2025069296360016,-0.3133291602134704,-0.1108222305774688,0.1881552785634994,-0.1777343153953552,-0.3765689134597778,-0.1988345980644226,0.276167631149292,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_369,Embedding dimension 369,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.7989345192909241,0.4242984056472778,-0.3746361136436462,0.7035333514213562,0.4779512286186218,-0.2255821228027343,-0.1490539908409118,0.7245482206344604,0.5035756230354309,-0.2209725975990295,-0.1536635160446167,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_370,Embedding dimension 370,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.2288122326135635,0.5103881359100342,0.2815759181976318,0.1670562326908111,0.2916857600212097,0.1246295273303985,0.1569463908672332,0.1677665263414383,0.3178042769432068,0.1500377506017685,0.1315381675958633,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_371,Embedding dimension 371,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.4483591616153717,-0.5889663696289062,-0.1406072080135345,-0.3360721170902252,-0.3216537535190582,0.0144183635711669,-0.1550255715847015,-0.3256480097770691,-0.4015024900436401,-0.075854480266571,-0.0647527277469635,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_372,Embedding dimension 372,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.2400767058134079,-0.4678111672401428,-0.2277344614267349,-0.0965232551097869,-0.3106141090393066,-0.2140908539295196,-0.0136436074972152,-0.1182403340935707,-0.2803646326065063,-0.1621243059635162,-0.0656101554632186,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_373,Embedding dimension 373,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.6253571510314941,0.3610221743583679,-0.2643349766731262,0.5168988108634949,0.2399623095989227,-0.2769365012645721,0.0126015245914459,0.5986460447311401,0.2301414012908935,-0.3685046434402466,0.1041696667671203,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_374,Embedding dimension 374,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.4520409703254699,-0.4319034516811371,0.0201375186443328,-0.3023712933063507,-0.3272629678249359,-0.0248916745185852,0.045029193162918,-0.2577045559883117,-0.3483426570892334,-0.0906381011009216,0.1107756197452545,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_375,Embedding dimension 375,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.4004096984863281,0.6251352429389954,0.2247255444526672,0.1994110643863678,0.3102799355983734,0.1108688712120056,0.1138566732406616,0.1760244071483612,0.2646183967590332,0.088593989610672,0.1361315548419952,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_376,Embedding dimension 376,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.4029185473918915,0.4805381298065185,0.077619582414627,0.3178876042366028,0.3081066012382507,-0.009781002998352,0.0874005854129791,0.3543636202812195,0.3193981051445007,-0.0349655151367187,0.1125850975513458,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_377,Embedding dimension 377,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.0561939142644405,0.1977186203002929,0.1415247023105621,0.2424945533275604,0.2466082125902176,0.0041136592626571,0.1374110430479049,0.2213890850543975,0.3599765598773956,0.138587474822998,0.002937227487564,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_378,Embedding dimension 378,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.1665165871381759,-0.2242011129856109,-0.3907176852226257,-0.0543481186032295,-0.2647035717964172,-0.2103554606437683,-0.1803622245788574,-0.0435339137911796,-0.2957369089126587,-0.2522029876708984,-0.1385146975517273,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_379,Embedding dimension 379,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.4015962481498718,0.0083753913640975,-0.393220841884613,0.4095911383628845,0.3680341243743896,-0.0415570139884948,-0.3516638278961181,0.4473216533660888,0.3388942182064056,-0.1084274351596832,-0.2847934067249298,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_380,Embedding dimension 380,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.1874160915613174,-0.4379554986953735,-0.2505394220352173,-0.2863126397132873,-0.5567436814308167,-0.2704310417175293,0.019891619682312,-0.3221798539161682,-0.5885273218154907,-0.2663474678993225,0.0158080458641052,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_381,Embedding dimension 381,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.2681527733802795,0.1032487824559211,-0.1649039983749389,0.2337660789489746,-0.071476936340332,-0.3052430152893066,0.1403390169143676,0.2293790280818939,-0.1004749089479446,-0.3298539519309997,0.1649499535560608,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_382,Embedding dimension 382,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.1426074355840683,0.5673863887786865,0.424778938293457,0.2399061471223831,0.4526901245117187,0.2127839773893356,0.2119949609041214,0.2770269811153412,0.4735281467437744,0.1965011656284332,0.2282777726650238,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_383,Embedding dimension 383,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.2427805513143539,0.0174676962196826,0.2602482438087463,-0.083582803606987,0.172132208943367,0.255715012550354,0.0045332312583923,-0.0869017988443374,0.2049563974142074,0.2918581962585449,-0.0316099524497985,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_384,Embedding dimension 384,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.165987342596054,0.2364625781774521,0.070475235581398,0.1413848549127578,0.2192027568817138,0.077817901968956,-0.0073426663875579,0.1369661539793014,0.213577002286911,0.0766108483076095,-0.0061356127262115,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_385,Embedding dimension 385,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.0397710055112838,0.3134179711341858,0.3531889915466308,0.0396242626011371,0.1555330902338028,0.1159088313579559,0.2372801601886749,0.0526401698589324,0.1813494265079498,0.1287092566490173,0.2244797348976135,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_386,Embedding dimension 386,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.7781243324279785,-0.656221866607666,0.1219024658203125,-0.5361236929893494,-0.3555442690849304,0.1805794239044189,-0.0586769580841064,-0.5588383674621582,-0.3924878239631653,0.1663505434989929,-0.0444480776786804,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_387,Embedding dimension 387,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.1258062720298767,0.2053625434637069,0.0795562714338302,0.0270560719072818,0.2123272120952606,0.185271143913269,-0.1057148724794387,0.0210543647408485,0.2573320865631103,0.2362777292728424,-0.1567214578390121,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_388,Embedding dimension 388,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.5905249118804932,-0.1692412346601486,0.4212836623191833,-0.3441489636898041,-0.1312409341335296,0.2129080295562744,0.2083756327629089,-0.29989093542099,-0.04149129986763,0.25839963555336,0.1628840267658233,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_389,Embedding dimension 389,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.1092476546764373,-0.5098156929016113,-0.4005680382251739,-0.1569137424230575,-0.5092871189117432,-0.3523733615875244,-0.0481946766376495,-0.2472429275512695,-0.5750865340232849,-0.3278436064720154,-0.0727244317531585,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_390,Embedding dimension 390,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.2261910736560821,0.0818354934453964,-0.1443555802106857,0.1169398650527,0.1507110148668289,0.0337711498141288,-0.178126722574234,0.1198009699583053,0.1241788491606712,0.0043778792023658,-0.1487334668636322,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_391,Embedding dimension 391,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.2256113141775131,0.1200410425662994,-0.1055702716112136,0.2970337271690368,0.2102023661136627,-0.0868313610553741,-0.0187389105558395,0.2798784375190735,0.2470717281103134,-0.03280670940876,-0.0727635622024536,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_392,Embedding dimension 392,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.1903397142887115,0.1337314397096634,0.3240711688995361,-0.3991997539997101,-0.0999446436762809,0.2992551028728485,0.0248160660266876,-0.4246220886707306,-0.0903691202402114,0.3342529535293579,-0.0101817846298217,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_393,Embedding dimension 393,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.2043537497520446,0.1114944219589233,-0.0928593277931213,0.3129213750362396,0.2278802692890167,-0.0850411057472229,-0.0078182220458984,0.3337213397026062,0.2515921592712402,-0.0821291804313659,-0.0107301473617553,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_394,Embedding dimension 394,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.4735678732395172,-0.462673008441925,0.0108948647975921,-0.368046373128891,-0.185357928276062,0.1826884448528289,-0.1717935800552368,-0.3535670340061188,-0.1278961151838302,0.2256709188222885,-0.2147760540246963,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_395,Embedding dimension 395,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.6348689198493958,0.3167188167572021,-0.3181501030921936,0.3797581791877746,0.4132494330406189,0.0334912538528442,-0.3516413569450378,0.3731878101825714,0.4168384671211242,0.0436506569385528,-0.3618007600307464,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_396,Embedding dimension 396,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,1.0349262952804563,0.7028712034225464,-0.3320550918579101,0.8336247205734253,0.6363008618354797,-0.1973238587379455,-0.1347312331199646,0.8422945737838745,0.5974183082580566,-0.2448762655258178,-0.0871788263320922,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_397,Embedding dimension 397,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.2244148999452591,-0.3114093840122223,-0.0869944840669632,-0.2495207488536834,-0.2941621243953705,-0.044641375541687,-0.0423531085252761,-0.2562236189842224,-0.312487781047821,-0.0562641620635986,-0.0307303220033645,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_398,Embedding dimension 398,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.3277992606163025,0.3536489009857178,0.0258496403694152,0.2722847759723663,0.2299454510211944,-0.0423393249511718,0.0681889653205871,0.2413228750228881,0.2311560213565826,-0.0101668536663055,0.0360164940357208,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_399,Embedding dimension 399,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.40985968708992,0.3475826382637024,-0.0622770488262176,0.3506737351417541,0.2068013399839401,-0.143872395157814,0.0815953463315963,0.353403091430664,0.1966079771518707,-0.1567951142787933,0.0945180654525756,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_400,Embedding dimension 400,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.2212239503860473,0.4387986660003662,0.2175747156143188,0.3202040791511535,0.2349569797515869,-0.0852470993995666,0.3028218150138855,0.3106818497180938,0.2449413537979126,-0.0657404959201812,0.2833152115345001,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_401,Embedding dimension 401,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.4626803398132324,0.4010188579559326,-0.0616614818572998,0.4085275530815124,0.2785096764564514,-0.130017876625061,0.0683563947677612,0.4114022850990295,0.3711010217666626,-0.0403012633323669,-0.0213602185249328,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_402,Embedding dimension 402,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.0654742792248725,0.2132991850376129,0.2787734568119049,0.0690520778298378,0.0754758566617965,0.0064237788319587,0.2723496854305267,0.0317296907305717,0.0612691193819046,0.0295394286513328,0.2492340207099914,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_403,Embedding dimension 403,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.343833178281784,-0.2123410999774933,0.1314920783042907,-0.232140302658081,0.0606703162193298,0.2928106188774109,-0.1613185405731201,-0.2165871560573578,0.0109415799379348,0.2275287359952926,-0.0960366576910018,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_404,Embedding dimension 404,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.0376893430948257,0.0820987224578857,0.1197880655527114,-0.0455797426402568,-0.013709058985114,0.0318706855177879,0.0879173800349235,-0.0202394351363182,-0.0282657444477081,-0.0080263093113899,0.127814382314682,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_405,Embedding dimension 405,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.3652267456054687,-0.3613646030426025,0.0038621425628662,-0.0230702124536037,-0.2716857194900512,-0.2486155033111572,0.2524776458740234,-0.0292356610298156,-0.3051348328590393,-0.2758991718292236,0.2797613143920898,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_406,Embedding dimension 406,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.5252532362937927,-0.401934415102005,0.1233188211917877,-0.3821267485618591,-0.2928067743778229,0.0893199741840362,0.0339988470077514,-0.3722380399703979,-0.3963160514831543,-0.0240780115127563,0.147396832704544,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_407,Embedding dimension 407,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.7153509855270386,0.8263399600982666,0.110988974571228,0.5351074934005737,0.446826308965683,-0.0882811844348907,0.1992701590061187,0.5223623514175415,0.4349713921546936,-0.0873909592628479,0.1983799338340759,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_408,Embedding dimension 408,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.3722502291202545,-0.1474499702453613,0.2248002588748932,-0.2543638348579407,-0.0771246626973152,0.177239179611206,0.0475610792636871,-0.2875455319881439,-0.0892786979675293,0.1982668340206146,0.0265334248542785,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_409,Embedding dimension 409,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.3527096211910248,-0.4166455864906311,-0.0639359652996063,-0.3291877508163452,-0.4887513518333435,-0.1595636010169983,0.0956276357173919,-0.3245587348937988,-0.4958968758583069,-0.171338140964508,0.1074021756649017,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_410,Embedding dimension 410,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.1932903677225113,0.1272885650396347,-0.0660018026828765,0.305244505405426,0.3069615066051483,0.0017170011997222,-0.0677188038825988,0.3456630706787109,0.2826158404350281,-0.0630472302436828,-0.0029545724391937,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_411,Embedding dimension 411,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,0.1204632073640823,0.0910230875015258,-0.0294401198625564,0.2324673235416412,0.2480259388685226,0.0155586153268814,-0.0449987351894378,0.2634752988815307,0.3269543647766113,0.0634790658950805,-0.092919185757637,1.0,1.0,1.0,1.0
treatment_0008,sentinel1,emb_412,Embedding dimension 412,Coordinate of a learned 768-d image embedding (sentinel1: CROMA SAR_GAP; sentinel2: TerraMind S2L2A mean-pooled tokens); individual dimensions have no standalone physical meaning.,10,-0.1111631840467453,-0.0343580655753612,0.0768051147460937,-0.0758583098649978,-0.0781732648611068,-0.002314954996109,0.0791200697422027,-0.047826200723648,-0.1025753021240234,-0.0547491014003753,0.1315542161464691,1.0,1.0,1.0,1.0
